"BirdMeat_DismantleActions[0].ActionName","食用","食用"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[12]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardDescription"," A common vehicle that can be seen everywhere. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[13]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardDescription"," A common vehicle that can be seen everywhere. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[14]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardDescription"," A medical ambulance. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个医用救护车。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[15]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardDescription"," A large fire truck. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个大型消防车。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[16]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardDescription"," A common vehicle that can be seen everywhere. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[2]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardDescription"," A common vehicle that can be seen everywhere. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[3]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[3]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[3]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardDescription"," A common vehicle that can be seen everywhere. \n\n The vehicle's surface was covered in rust and the glass had multiple cracks.","一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[4]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[4]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[4]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardDescription"," A medium to large truck. \n\n The chains on the rear carriage were badly corroded.","一辆中大型货车。\n\n后运车厢处的锁链已严重锈蚀。"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[3].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[3].ActionName__T-gAXU5Mn3qchMZHs3/x3zBDZmlaE="," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[3].ActionName__T-GFfwKEZcLRpnSAq/O6YJq877NQc="," Draw","汲取"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[3].ActionName__T-JfVe9ZcrjfjKM7EvUw5NHEbVwYw="," Disassembly","拆卸"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_CardInteractions[4].ActionName"," Hammer","锤击"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_DismantleActions[0].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[5]_DismantleActions[0].ActionName__T-Knnyu4nK3ay+C1UqAj8h6ywSdZ0="," plunder","搜刮"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_DismantleActions[0].ActionName__T-WryOlWkBrLtK9/P8jeIa1GCIb0U="," Check the fuel tank","检查油箱"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_FailMessage",,
"Cod_Nc_ParkingLot_Vehicle_Type[5]_FailMessage__T-4hMzZwkU3mOq5Ho72ZS8+9CQIFY="," There is no stock left that has yet to be broken into to open the car or there is no usable equipment.","尚未破拆以打开汽车或无可用装置剩余存量。"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_FailMessage__T-DTt4a1Ro1C9Fi/99nfxqofiaFyM="," The fuel tank has been checked.","油箱已检查过了。"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_FailMessage__T-s1dpjO3z3JFWStxkU0/vRUmMhuA="," The fuel tank has not been checked or there is no fuel left.","尚未检查油箱或暂无余量。"
"Cod_Nc_ParkingLot_Vehicle_Type[5]_FailMessage__T-w+6OAn87gtLg3rNaS3LW2xqaBmc="," The car doors and trunk are tightly closed or there is no lootable items.","车门与后备箱关的很紧或已无可搜刮物资。"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardDescription"," A medium to large truck. \n\n The chains on the rear carriage were badly corroded.","一辆中大型货车。\n\n后运车厢处的锁链已严重锈蚀。"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[0].ActionName"," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[1].ActionName",,
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[1].ActionName__T-Sl5AGLYKj4yUc2DQLpZgQs0Kobo="," Picking the Lock","撬锁"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[1].ActionName__T-SPq1MRFHtEVB53ENvgwwwdxBO4M="," Cutting","切割"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage"," The lock has been opened","锁已经被打开了"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[2].ActionName"," Demolition","强拆"
"Cod_Nc_ParkingLot_Vehicle_Type[6]_CardInteractions[3].ActionName",,
