Key,English,Chinese,IsDuplicate,IsNotCardKey,IsGameKey,CardDefault,SimpEn-English,SimpEn-Chinese,SimpCn-English,SimpCn-Chinese
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].FadeMessage,,Taking a nap...,,,,Taking a nap...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].StatInterruptions[1].Notification,,I'm too thirsty to sleep...,,,,I'm too thirsty to sleep...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].StatInterruptions[2].Notification,,I'm too hot to sleep...,,,,I'm too hot to sleep...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].StatInterruptions[3].Notification,,I'm too cold to sleep...,,,,I'm too cold to sleep...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].StatInterruptions[4].Notification,,I'm losing too much blood...,,,,I'm losing too much blood...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].StatInterruptions[5].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[0].StatInterruptions[6].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].ActionName,,睡眠,,,,睡眠,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].FadeMessage,,Sleeping...,,,,Sleeping...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].StatInterruptions[1].Notification,,I'm too thirsty to sleep...,,,,I'm too thirsty to sleep...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].StatInterruptions[2].Notification,,I'm too hot to sleep...,,,,I'm too hot to sleep...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].StatInterruptions[3].Notification,,I'm too cold to sleep...,,,,I'm too cold to sleep...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].StatInterruptions[4].Notification,,I'm losing too much blood...,,,,I'm losing too much blood...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].StatInterruptions[5].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_OutBreak_Home_Sofa_DismantleActions[1].StatInterruptions[6].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_ParkingLot_GasStation_WaterHose_CardDescription,,水泵表面有少许液体滴落。\n\n握把上的痕迹很新。,,,,水泵表面有少许液体滴落。\n\n握把上的痕迹很新。,,,,
Cod_Nc_ParkingLot_GasStation_WaterHose_DismantleActions[0].ActionName,,扭转,x,,,扭转,,,,
Cod_Nc_ParkingLot_GasStation_WaterHose_DismantleActions[0].ActionName,,关闭,x,,,关闭,,,,
Cod_Nc_ParkingLot_GasStation_WaterHose_NotEnoughText,,水泵口不再有液体流出。,x,,,水泵口不再有液体流出。,,,,
Cod_Nc_ParkingLot_GasStation_WaterHose_NotEnoughText,,可用余量不足。,x,,,可用余量不足。,,,,
Cod_Nc_ParkingLot_Tent_CardDescription,,一个幸存者搭建的家，里面充满了污秽物与异味。,,,,一个幸存者搭建的家，里面充满了污秽物与异味。,,,,
Cod_Nc_ParkingLot_Tent_CardName,,帐篷,,,,帐篷,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].ActionName,,短休,,,,短休,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].FadeMessage,,Taking a nap...,,,,Taking a nap...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].StatInterruptions[1].Notification,,I'm too thirsty to sleep...,,,,I'm too thirsty to sleep...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].StatInterruptions[2].Notification,,I'm too hot to sleep...,,,,I'm too hot to sleep...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].StatInterruptions[3].Notification,,I'm too cold to sleep...,,,,I'm too cold to sleep...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].StatInterruptions[4].Notification,,I'm losing too much blood...,,,,I'm losing too much blood...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].StatInterruptions[5].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[0].StatInterruptions[6].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].ActionName,,睡眠,,,,睡眠,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].FadeMessage,,Sleeping...,,,,Sleeping...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].StatInterruptions[1].Notification,,I'm too thirsty to sleep...,,,,I'm too thirsty to sleep...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].StatInterruptions[2].Notification,,I'm too hot to sleep...,,,,I'm too hot to sleep...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].StatInterruptions[3].Notification,,I'm too cold to sleep...,,,,I'm too cold to sleep...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].StatInterruptions[4].Notification,,I'm losing too much blood...,,,,I'm losing too much blood...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].StatInterruptions[5].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_ParkingLot_Tent_DismantleActions[1].StatInterruptions[6].Notification,,I'm not feeling well...,,,,I'm not feeling well...,,,,
Cod_Nc_ParkingLot_Tent_Lock_ActionName,,打开,,,,打开,,,,
Cod_Nc_ParkingLot_Tent_Lock_CardDescription,,一个简易的帐篷。\n\n附近有人活动的痕迹。,,,,一个简易的帐篷。\n\n附近有人活动的痕迹。,,,,
Cod_Nc_ParkingLot_Tent_Lock_CardName,,帐篷,,,,帐篷,,,,
Cod_Nc_ParkingLot_Tent_NewSprint_CardDescription,,一份报纸。\n上面的字已模糊不清。\n报纸背面上有红色标出的字迹。\n\n南马丁街——\n\n后面的字迹被血迹遮蔽。,,,,一份报纸。\n上面的字已模糊不清。\n报纸背面上有红色标出的字迹。\n\n南马丁街——\n\n后面的字迹被血迹遮蔽。,,,,
Cod_Nc_ParkingLot_Tent_NewSprint_CardInteractions[0].ActionName,,点燃,,,,点燃,,,,
Cod_Nc_ParkingLot_Tent_NewSprint_CardInteractions[1].ActionName,,点燃,,,,点燃,,,,
Cod_Nc_ParkingLot_Tent_NewSprint_CardInteractions[1].ActionName*,,点燃,,,,点燃,,,,
Cod_Nc_ParkingLot_Tent_NewSprint_CardInteractions[2].ActionName,,点燃,,,,点燃,,,,
Cod_Nc_ParkingLot_Tent_NewSprint_CardName,,报纸,,,,报纸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardDescription,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[1]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardDescription,,一辆敞篷豪车。\n\n车体内部分布着浓厚的灰尘与雨刷的痕迹。\n\n各类器械结构看起来近乎散架。,,,,一辆敞篷豪车。\n\n车体内部分布着浓厚的灰尘与雨刷的痕迹。\n\n各类器械结构看起来近乎散架。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[10]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardDescription,,一辆敞篷豪车。\n\n车体内部分布着浓厚的灰尘与雨刷的痕迹。\n\n各类器械结构看起来近乎散架。,,,,一辆敞篷豪车。\n\n车体内部分布着浓厚的灰尘与雨刷的痕迹。\n\n各类器械结构看起来近乎散架。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[11]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardDescription,,一辆敞篷豪车。\n\n车体内部分布着浓厚的灰尘与雨刷的痕迹。\n\n各类器械结构看起来近乎散架。,,,,一辆敞篷豪车。\n\n车体内部分布着浓厚的灰尘与雨刷的痕迹。\n\n各类器械结构看起来近乎散架。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[12]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardDescription,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[13]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardDescription,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[14]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardDescription,,一个医用救护车。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个医用救护车。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[15]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardDescription,,一个大型消防车。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个大型消防车。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[16]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardDescription,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[3].ActionName,,拆卸,x,,,拆卸,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_CardInteractions[4].ActionName,,锤击,,,,锤击,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_DismantleActions[0].ActionName,,搜刮,x,,,搜刮,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_DismantleActions[0].ActionName,,检查油箱,x,,,检查油箱,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage,,尚未检查油箱或暂无余量。,x,,,尚未检查油箱或暂无余量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage,,尚未破拆以打开汽车或无可用装置剩余存量。,x,,,尚未破拆以打开汽车或无可用装置剩余存量。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage,,车门与后备箱关的很紧或已无可搜刮物资。,x,,,车门与后备箱关的很紧或已无可搜刮物资。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[2]_FailMessage,,油箱已检查过了。,x,,,油箱已检查过了。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardDescription,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,一个四处可见的平凡车辆。\n\n载具表面锈迹遍布，玻璃存在多处裂痕。,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[0].ActionName,,切割,,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].ActionName,,切割,x,,,切割,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].ActionName,,撬锁,x,,,撬锁,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,,锁已经被打开了,,,,锁已经被打开了,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[2].ActionName,,强拆,,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[3].ActionName,,强拆,x,,,强拆,,,,
Cod_Nc_ParkingLot_Vehicle_Type[3]_CardInteractions[3].ActionName,,汲取,x,,,汲取,,,,
